37.25131034851074,30,4,[[5, 19, 20, 26, 17, 28, 27, 23, 9, 8, 29, 7, 14, 15, 16, 13, 24, 2, 21, 1, 4, 11, 18, 6, 3, 22, 25, 12, 10, 7, 27, 14], [1, 4, 11, 18, 6, 3, 22, 25, 12, 10, 23, 9, 8, 29, 7, 14, 15, 16, 13, 24, 2, 21, 5, 19, 20, 26, 17, 28, 27, 9, 11, 20], [4, 1, 19, 5, 21, 2, 24, 13, 16, 15, 14, 7, 29, 8, 9, 23, 10, 12, 25, 22, 11, 18, 6, 3, 20, 26, 17, 28, 27, 8, 14, 18]],
36.93824577331543,30,4,[[21, 5, 19, 1, 11, 4, 18, 3, 6, 22, 26, 14, 15, 16, 13, 24, 2, 20, 25, 12, 10, 28, 17, 27, 23, 9, 29, 7, 8, 15, 22, 9]],
36.52049422264099,30,4,[[29, 8, 7, 14, 15, 16, 26, 20, 25, 22, 6, 3, 18, 4, 11, 1, 19, 5, 21, 2, 24, 13, 27, 28, 17, 12, 10, 23, 9, 6, 18, 25], [26, 20, 25, 22, 6, 3, 18, 4, 11, 1, 19, 5, 21, 2, 24, 13, 27, 28, 17, 12, 10, 23, 9, 8, 29, 7, 14, 15, 16, 21, 9, 17]],
